Jobing Arena,"Glendale, Arizona, United States",21-Oct-08,https://www.metallica.com/events/event-10639.html
Jobing Arena,"Glendale, Arizona, United States",20-Oct-08,https://www.metallica.com/events/event-10638.html
Cow Palace,"San Francisco, California, United States",17-Oct-08,https://www.metallica.com/events/event-10637.html
Auditorio Telmex,"Guadalajara, Mexico",16-Oct-08,https://www.metallica.com/events/event-10636.html
Bbc Television Centre,"London, England",16-Sep-08,https://www.metallica.com/events/event-12472.html
O2 Arena,"London, England",15-Sep-08,https://www.metallica.com/events/event-12471.html
Bbc Radio Theatre,"London, England",14-Sep-08,https://www.metallica.com/events/event-12470.html
O2 World,"Berlin, Germany",12-Sep-08,https://www.metallica.com/events/event-10635.html
La Plaine Saint-Denis - Bâtiment 130A,"Saint-Denis, France",10-Sep-08,https://www.metallica.com/events/event-10634.html
Reading Festival,"Reading, England",24-Aug-08,https://www.metallica.com/events/event-12469.html
Bramham Park,"Leeds, England",22-Aug-08,https://www.metallica.com/events/event-12468.html
Marlay Park,"Dublin, Ireland",20-Aug-08,https://www.metallica.com/events/event-10633.html
Degenaupark,"Jonschwil, Switzerland",17-Aug-08,https://www.metallica.com/events/event-10632.html
Kempische Steenweg,"Hasselt, Belgium",15-Aug-08,https://www.metallica.com/events/event-10631.html
Grand' Place,"Arras, France",14-Aug-08,https://www.metallica.com/events/event-10630.html
Pizza Hut Park,"Dallas, Texas, United States",9-Aug-08,https://www.metallica.com/events/event-10629.html
Ali Sami Yen Stadium,"Istanbul, Turkey",27-Jul-08,https://www.metallica.com/events/event-10628.html
Vasil Levski Stadium,"Sofia, Bulgaria",25-Jul-08,https://www.metallica.com/events/event-10627.html
Cotroceni Stadium,"Bucharest, Romania",23-Jul-08,https://www.metallica.com/events/event-10626.html
Arena Parco Nord,"Bologna, Italy",22-Jul-08,https://www.metallica.com/events/event-10625.html
Skonto Stadium,"Riga, Latvia",20-Jul-08,https://www.metallica.com/events/event-10624.html
Skk Arena,"St. Petersburg, Russia",17-Jul-08,https://www.metallica.com/events/event-10623.html
Koengen,"Bergen, Norway",16-Jul-08,https://www.metallica.com/events/event-10622.html
Great Stage Park,"Manchester, Tennessee, United States",13-Jun-08,https://www.metallica.com/events/event-10621.html
Grimey'S,"Nashville, Tennessee, United States",12-Jun-08,https://www.metallica.com/events/event-10620.html
Volkspark Dutzendteich,"Nuremberg, Germany",8-Jun-08,https://www.metallica.com/events/event-10619.html
Nürburgring,"Nürburg, Germany",7-Jun-08,https://www.metallica.com/events/event-10618.html
Parque Da Bela Vista,"Lisbon, Portugal",5-Jun-08,https://www.metallica.com/events/event-10617.html
Slavia Stadium,"Prague, Czech Republic",3-Jun-08,https://www.metallica.com/events/event-10616.html
Auditorio John Lennon,"Madrid, Spain",31-May-08,https://www.metallica.com/events/event-10615.html
Megaland,"Landgraaf, Netherlands",30-May-08,https://www.metallica.com/events/event-10614.html
Slaski Stadium,"Chorzów, Poland",28-May-08,https://www.metallica.com/events/event-10613.html
Verizon Wireless Amphitheatre,"Irvine, California, United States",17-May-08,https://www.metallica.com/events/event-10612.html
Pima County Fairgrounds,"Tucson, Arizona, United States",16-May-08,https://www.metallica.com/events/event-10611.html
The Wiltern,"Los Angeles, California, United States",14-May-08,https://www.metallica.com/events/event-10610.html
Shoreline Amphitheater,"Mountain View, California, United States",28-Oct-07,https://www.metallica.com/events/event-10609.html
Shoreline Amphitheater,"Mountain View, California, United States",27-Oct-07,https://www.metallica.com/events/event-10608.html
Luzhniki Stadium,"Moscow, Russia",17-Jul-07,https://www.metallica.com/events/event-10607.html
Olympic Stadium,"Helsinki, Finland",15-Jul-07,https://www.metallica.com/events/event-10606.html
Vestereng,"Aarhus, Denmark",13-Jul-07,https://www.metallica.com/events/event-10605.html
Stockholm Stadion,"Stockholm, Sweden",12-Jul-07,https://www.metallica.com/events/event-10604.html
Valle Hovin,"Oslo, Norway",10-Jul-07,https://www.metallica.com/events/event-10603.html
Wembley Stadium,"London, England",8-Jul-07,https://www.metallica.com/events/event-12467.html
Wembley Stadium,"London, England",7-Jul-07,https://www.metallica.com/events/event-12466.html
Rotundenplatz,"Vienna, Austria",5-Jul-07,https://www.metallica.com/events/event-10602.html
Terra Vibe Park,"Athens, Greece",3-Jul-07,https://www.metallica.com/events/event-10601.html
Werchterpark,"Werchter, Belgium",1-Jul-07,https://www.metallica.com/events/event-10600.html
Mount Cobetas Open Air,"Bilbao, Spain",29-Jun-07,https://www.metallica.com/events/event-10599.html
Parque Do Tejo,"Lisbon, Portugal",28-Jun-07,https://www.metallica.com/events/event-10598.html
Olympic Stadium,"Seoul, South Korea",15-Aug-06,https://www.metallica.com/events/event-10597.html
Wtc Open Air Stadium,"Osaka, Japan",13-Aug-06,https://www.metallica.com/events/event-10596.html
Chiba Marine Stadium,"Tokyo, Japan",12-Aug-06,https://www.metallica.com/events/event-10595.html
Autodromo Internazionale Enzo E Dino Ferrari,"Imola, Italy",17-Jun-06,https://www.metallica.com/events/event-10594.html
Pannonia Fields Ii,"Nickelsdorf, Austria",15-Jun-06,https://www.metallica.com/events/event-10593.html
Tallinn Song Festival Grounds,"Tallinn, Estonia",13-Jun-06,https://www.metallica.com/events/event-10592.html
Rds Arena,"Dublin, Ireland",11-Jun-06,https://www.metallica.com/events/event-10591.html
Donington Park,"Castle Donington, England",10-Jun-06,https://www.metallica.com/events/event-12465.html
Gelredome,"Arnhem, Netherlands",8-Jun-06,https://www.metallica.com/events/event-10590.html
Waldbühne,"Berlin, Germany",6-Jun-06,https://www.metallica.com/events/event-10589.html
Zeppelinfeld,"Nuremberg, Germany",4-Jun-06,https://www.metallica.com/events/event-10588.html
Nürburgring,"Nürburg, Germany",3-Jun-06,https://www.metallica.com/events/event-10587.html
Green Point Stadium,"Cape Town, South Africa",25-Mar-06,https://www.metallica.com/events/event-10586.html
Absa Stadium,"Durban, South Africa",21-Mar-06,https://www.metallica.com/events/event-10585.html
Supersport Park,"Centurion, South Africa",18-Mar-06,https://www.metallica.com/events/event-10584.html
Waldorf Astoria Hotel,"New York, New York, United States",13-Mar-06,https://www.metallica.com/events/event-10583.html
Harry O'S,"Park City, Utah, United States",25-Jan-06,https://www.metallica.com/events/event-10582.html
Sbc Park,"San Francisco, California, United States",15-Nov-05,https://www.metallica.com/events/event-10581.html
Sbc Park,"San Francisco, California, United States",13-Nov-05,https://www.metallica.com/events/event-10580.html
Hp Pavilion,"San Jose, California, United States",28-Nov-04,https://www.metallica.com/events/event-10579.html
Arrowhead Pond,"Anaheim, California, United States",27-Nov-04,https://www.metallica.com/events/event-10577.html
Arrowhead Pond,"Anaheim, California, United States",27-Nov-04,https://www.metallica.com/events/event-10578.html
San Diego Sports Arena,"San Diego, California, United States",24-Nov-04,https://www.metallica.com/events/event-10576.html
The E Center,"Salt Lake City, Utah, United States",22-Nov-04,https://www.metallica.com/events/event-10575.html
Sbc Center,"San Antonio, Texas, United States",20-Nov-04,https://www.metallica.com/events/event-10574.html
American Airlines Center,"Dallas, Texas, United States",17-Nov-04,https://www.metallica.com/events/event-10573.html
Toyota Center,"Houston, Texas, United States",16-Nov-04,https://www.metallica.com/events/event-10572.html
New Orleans Arena,"New Orleans, Louisiana, United States",14-Nov-04,https://www.metallica.com/events/event-10571.html
Gwinett Center,"Atlanta, Georgia, United States",13-Nov-04,https://www.metallica.com/events/event-10570.html
Gaylord Entertainment Center,"Nashville, Tennessee, United States",11-Nov-04,https://www.metallica.com/events/event-10569.html
Pensacola Civic Center,"Pensacola, Florida, United States",9-Nov-04,https://www.metallica.com/events/event-10568.html
Jacksonville Arena,"Jacksonville, Florida, United States",8-Nov-04,https://www.metallica.com/events/event-10567.html
Office Depot Center,"Ft. Lauderdale, Florida, United States",6-Nov-04,https://www.metallica.com/events/event-10566.html
St. Pete Times Forum,"Tampa, Florida, United States",5-Nov-04,https://www.metallica.com/events/event-10565.html
John Labatt Centre,"London, Ontario, Canada",28-Oct-04,https://www.metallica.com/events/event-10564.html
Copps Coliseum,"Hamilton, Ontario, Canada",27-Oct-04,https://www.metallica.com/events/event-10563.html
Fleet Center,"Boston, Massachusetts, United States",25-Oct-04,https://www.metallica.com/events/event-10562.html
Fleet Center,"Boston, Massachusetts, United States",24-Oct-04,https://www.metallica.com/events/event-10561.html
Continental Airlines Arena,"East Rutherford, New Jersey, United States",22-Oct-04,https://www.metallica.com/events/event-10560.html
Wachovia Center,"Philadelphia, Pennsylvania, United States",20-Oct-04,https://www.metallica.com/events/event-10559.html
Wachovia Center,"Philadelphia, Pennsylvania, United States",19-Oct-04,https://www.metallica.com/events/event-10558.html
Mci Center,"Washington, D.C., United States",17-Oct-04,https://www.metallica.com/events/event-12496.html
Colisee Pepsi,"Quebec City, Quebec, Canada",15-Oct-04,https://www.metallica.com/events/event-10557.html
Colisee Pepsi,"Quebec City, Quebec, Canada",14-Oct-04,https://www.metallica.com/events/event-10556.html
Hsbc Arena,"Buffalo, New York, United States",10-Oct-04,https://www.metallica.com/events/event-10555.html
Pepsi Arena,"Albany, New York, United States",9-Oct-04,https://www.metallica.com/events/event-10554.html
Corel Centre,"Ottawa, Ontario, Canada",7-Oct-04,https://www.metallica.com/events/event-10553.html
Air Canada Centre,"Toronto, Ontario, Canada",6-Oct-04,https://www.metallica.com/events/event-10552.html
Bell Centre,"Montreal, Quebec, Canada",4-Oct-04,https://www.metallica.com/events/event-10551.html
Bell Centre,"Montreal, Quebec, Canada",3-Oct-04,https://www.metallica.com/events/event-10550.html
Palace Of Auburn Hills,"Detroit, Michigan, United States",1-Oct-04,https://www.metallica.com/events/event-10549.html
Resch Center,"Green Bay, Wisconsin, United States",27-Sep-04,https://www.metallica.com/events/event-10548.html
Savvis Center,"St. Louis, Missouri, United States",25-Sep-04,https://www.metallica.com/events/event-10547.html
Value City Arena,"Columbus, Ohio, United States",24-Sep-04,https://www.metallica.com/events/event-10546.html
Mellon Arena,"Pittsburgh, Pennsylvania, United States",22-Sep-04,https://www.metallica.com/events/event-10545.html
Gund Arena,"Cleveland, Ohio, United States",21-Sep-04,https://www.metallica.com/events/event-10544.html
Gaylord Entertainment Center,"Nashville, Tennessee, United States",7-Sep-04,https://www.metallica.com/events/event-10543.html
United Spirit Center,"Lubbock, Texas, United States",4-Sep-04,https://www.metallica.com/events/event-10542.html
Frank Erwin Center,"Austin, Texas, United States",3-Sep-04,https://www.metallica.com/events/event-10541.html
Kansas Coliseum,"Wichita, Kansas, United States",1-Sep-04,https://www.metallica.com/events/event-10540.html
Hilton Coliseum,"Ames, Iowa, United States",30-Aug-04,https://www.metallica.com/events/event-10539.html
Allstate Arena,"Chicago, Illinois, United States",28-Aug-04,https://www.metallica.com/events/event-10538.html
Allstate Arena,"Chicago, Illinois, United States",27-Aug-04,https://www.metallica.com/events/event-10537.html
Allen County War Memorial Coliseum,"Fort Wayne, Indiana, United States",25-Aug-04,https://www.metallica.com/events/event-10536.html
Peoria Civic Center,"Peoria, Illinois, United States",24-Aug-04,https://www.metallica.com/events/event-10535.html
Mark Of The Quad Cities,"Moline, Illinois, United States",22-Aug-04,https://www.metallica.com/events/event-10534.html
Bradley Center,"Milwaukee, Wisconsin, United States",20-Aug-04,https://www.metallica.com/events/event-10533.html
Conseco Fieldhouse,"Indianapolis, Indiana, United States",19-Aug-04,https://www.metallica.com/events/event-10532.html
Fargodome,"Fargo, North Dakota, United States",17-Aug-04,https://www.metallica.com/events/event-10531.html
Xcel Energy Center,"St. Paul, Minnesota, United States",16-Aug-04,https://www.metallica.com/events/event-10530.html
Egilshollin,"Reykjavik, Iceland",4-Jul-04,https://www.metallica.com/events/event-10529.html
Werchterpark,"Werchter, Belgium",2-Jul-04,https://www.metallica.com/events/event-10528.html
T-Mobile Park Kolbenova,"Prague, Czech Republic",1-Jul-04,https://www.metallica.com/events/event-10527.html
Stadio Euganeo,"Padova, Italy",29-Jun-04,https://www.metallica.com/events/event-10526.html
Gradski Stadion,"Zagreb, Croatia",27-Jun-04,https://www.metallica.com/events/event-10525.html
Rds Arena,"Dublin, Ireland",25-Jun-04,https://www.metallica.com/events/event-10524.html
Parc Des Princes,"Paris, France",23-Jun-04,https://www.metallica.com/events/event-10523.html
Amsterdam Ajax Arena,"Amsterdam, Netherlands",21-Jun-04,https://www.metallica.com/events/event-10522.html
La Romareda Stadium,"Zaragoza, Spain",19-Jun-04,https://www.metallica.com/events/event-10521.html
Stadion Letzigrund,"Zürich, Switzerland",18-Jun-04,https://www.metallica.com/events/event-10520.html
Weserstadion,"Bremen, Germany",16-Jun-04,https://www.metallica.com/events/event-10519.html
Partizan Stadion,"Belgrade, Serbia",15-Jun-04,https://www.metallica.com/events/event-10518.html
Olympiastadion,"Munich, Germany",13-Jun-04,https://www.metallica.com/events/event-10517.html
Civitas Nova-Flugfeld,"Vienna, Austria",11-Jun-04,https://www.metallica.com/events/event-10516.html
Arena Auf Schalke,"Gelsenkirchen, Germany",10-Jun-04,https://www.metallica.com/events/event-10515.html
Sudweststadion,"Ludwigshafen, Germany",8-Jun-04,https://www.metallica.com/events/event-10514.html
Donington Park,"Castle Donington, England",6-Jun-04,https://www.metallica.com/events/event-12464.html
Parque Da Bela Vista,"Lisbon, Portugal",4-Jun-04,https://www.metallica.com/events/event-10513.html
Glasgow Green,"Glasgow, Scotland, Scotland",2-Jun-04,https://www.metallica.com/events/event-12463.html
Slaski Stadium,"Chorzów, Poland",31-May-04,https://www.metallica.com/events/event-10512.html
Ullevi Stadium,"Gothenburg, Sweden",30-May-04,https://www.metallica.com/events/event-10511.html
Olympic Stadium,"Helsinki, Finland",28-May-04,https://www.metallica.com/events/event-10510.html
Parken Stadium,"Copenhagen, Denmark",26-May-04,https://www.metallica.com/events/event-10509.html
Alltel Arena,"Little Rock, Arkansas, United States",15-May-04,https://www.metallica.com/events/event-10508.html
Ford Center,"Oklahoma City, Oklahoma, United States",14-May-04,https://www.metallica.com/events/event-10507.html
Qwest Center,"Omaha, Nebraska, United States",12-May-04,https://www.metallica.com/events/event-10506.html
Kemper Arena,"Kansas City, Missouri, United States",11-May-04,https://www.metallica.com/events/event-10505.html
Winnipeg Arena,"Winnipeg, Manitoba, Canada",9-May-04,https://www.metallica.com/events/event-10504.html
Saskatchewan Place,"Saskatoon, Saskatchewan, Canada",7-May-04,https://www.metallica.com/events/event-10503.html
Olympic Saddledome,"Calgary, Alberta, Canada",6-May-04,https://www.metallica.com/events/event-10502.html
Alliant Energy Center,"Madison, Wisconsin, United States",2-May-04,https://www.metallica.com/events/event-10501.html
Us Bank Arena,"Cincinnati, Ohio, United States",1-May-04,https://www.metallica.com/events/event-10500.html
Van Andel Arena,"Grand Rapids, Michigan, United States",29-Apr-04,https://www.metallica.com/events/event-10499.html
Freedom Hall,"Louisville, Kentucky, United States",28-Apr-04,https://www.metallica.com/events/event-10498.html
Norfolk Scope Arena,"Norfolk, Virginia, United States",26-Apr-04,https://www.metallica.com/events/event-10497.html
Roanoke Civic Center,"Roanoke, Virginia, United States",24-Apr-04,https://www.metallica.com/events/event-10496.html
Charlotte Coliseum,"Charlotte, North Carolina, United States",23-Apr-04,https://www.metallica.com/events/event-10495.html
Nassau Veteran'S Memorial Coliseum,"Uniondale, New York, United States",21-Apr-04,https://www.metallica.com/events/event-10494.html
Nassau Veteran'S Memorial Coliseum,"Uniondale, New York, United States",20-Apr-04,https://www.metallica.com/events/event-10493.html
Pepsi Center,"Denver, Colorado, United States",31-Mar-04,https://www.metallica.com/events/event-10492.html
Casper Events Center,"Casper, Wyoming, United States",30-Mar-04,https://www.metallica.com/events/event-10491.html
Key Arena,"Seattle, Washington, United States",28-Mar-04,https://www.metallica.com/events/event-10490.html
General Motors Place,"Vancouver, British Columbia, Canada",26-Mar-04,https://www.metallica.com/events/event-10489.html
Olympic Saddledome,"Calgary, Alberta, Canada",24-Mar-04,https://www.metallica.com/events/event-10488.html
Rexall Place,"Edmonton, Alberta, Canada",23-Mar-04,https://www.metallica.com/events/event-10487.html
Spokane Arena,"Spokane, Washington, United States",21-Mar-04,https://www.metallica.com/events/event-10486.html
Bsu Pavilion,"Boise, Idaho, United States",20-Mar-04,https://www.metallica.com/events/event-10485.html
Rose Garden,"Portland, Oregon, United States",18-Mar-04,https://www.metallica.com/events/event-10484.html
Save Mart Center,"Fresno, California, United States",14-Mar-04,https://www.metallica.com/events/event-10483.html
Thomas & Mack Center,"Las Vegas, Nevada, United States",13-Mar-04,https://www.metallica.com/events/event-10482.html
Lawlor Events Center,"Reno, Nevada, United States",11-Mar-04,https://www.metallica.com/events/event-10481.html
Arco Arena,"Sacramento, California, United States",10-Mar-04,https://www.metallica.com/events/event-10480.html
Cow Palace,"San Francisco, California, United States",8-Mar-04,https://www.metallica.com/events/event-10479.html
Great Western Forum,"Los Angeles, California, United States",6-Mar-04,https://www.metallica.com/events/event-10478.html
Great Western Forum,"Los Angeles, California, United States",5-Mar-04,https://www.metallica.com/events/event-10477.html
Tucson Convention Center Arena,"Tucson, Arizona, United States",3-Mar-04,https://www.metallica.com/events/event-10476.html
America West Arena,"Phoenix, Arizona, United States",2-Mar-04,https://www.metallica.com/events/event-10475.html
Cow Palace,"San Francisco, California, United States",27-Feb-04,https://www.metallica.com/events/event-10474.html
Claremont Showground,"Perth, Australia",1-Feb-04,https://www.metallica.com/events/event-10473.html
Royal Adelaide Showgrounds,"Adelaide, Australia",30-Jan-04,https://www.metallica.com/events/event-10472.html
Myer Music Bowl,"Melbourne, Australia",28-Jan-04,https://www.metallica.com/events/event-10471.html
Royal Melbourne Showgrounds,"Melbourne, Australia",26-Jan-04,https://www.metallica.com/events/event-10470.html
Showgrounds,"Sydney, Australia",24-Jan-04,https://www.metallica.com/events/event-10469.html
Showgrounds,"Sydney, Australia",23-Jan-04,https://www.metallica.com/events/event-10468.html
Sydney Entertainment Centre,"Sydney, Australia",21-Jan-04,https://www.metallica.com/events/event-10467.html
Brisbane Entertainment Centre,"Brisbane, Australia",19-Jan-04,https://www.metallica.com/events/event-10466.html
Gold Coast Parklands,"Gold Coast, Australia",18-Jan-04,https://www.metallica.com/events/event-10465.html
Ericsson Stadium,"Auckland, New Zealand",15-Jan-04,https://www.metallica.com/events/event-10464.html
The Joint,"Las Vegas, Nevada, United States",31-Dec-03,https://www.metallica.com/events/event-10462.html
The Joint,"Las Vegas, Nevada, United States",31-Dec-03,https://www.metallica.com/events/event-10463.html
Earls Court,"London, England",20-Dec-03,https://www.metallica.com/events/event-12462.html
Earls Court,"London, England",19-Dec-03,https://www.metallica.com/events/event-12461.html
Sportpaleis,"Antwerp, Belgium",17-Dec-03,https://www.metallica.com/events/event-10461.html
Cologne Arena,"Cologne, Germany",16-Dec-03,https://www.metallica.com/events/event-10460.html
Maimarkthalle,"Mannheim, Germany",14-Dec-03,https://www.metallica.com/events/event-10459.html
Messehalle,"Erfurt, Germany",13-Dec-03,https://www.metallica.com/events/event-10458.html
Palamalaguti,"Bologna, Italy",11-Dec-03,https://www.metallica.com/events/event-10457.html
Palais Omnisports De Paris - Bercy,"Paris, France",9-Dec-03,https://www.metallica.com/events/event-10456.html
Hallenstadion,"Zürich, Switzerland",8-Dec-03,https://www.metallica.com/events/event-10455.html
Gelredome,"Arnhem, Netherlands",6-Dec-03,https://www.metallica.com/events/event-10454.html
Preussag Arena,"Hanover, Germany",5-Dec-03,https://www.metallica.com/events/event-10453.html
Oslo Spektrum,"Oslo, Norway",3-Dec-03,https://www.metallica.com/events/event-10452.html
Oslo Spektrum,"Oslo, Norway",2-Dec-03,https://www.metallica.com/events/event-10451.html
Shrine Auditorium,"Los Angeles, California, United States",16-Nov-03,https://www.metallica.com/events/event-10450.html
Rainbow Hall,"Nagoya, Japan",14-Nov-03,https://www.metallica.com/events/event-10449.html
Osaka-Jo Hall,"Osaka, Japan",13-Nov-03,https://www.metallica.com/events/event-10448.html
Saitama Super Arena,"Tokyo, Japan",11-Nov-03,https://www.metallica.com/events/event-10447.html
Makomanai Ice Arena,"Sapporo, Japan",9-Nov-03,https://www.metallica.com/events/event-10446.html
Yoyogi Daiichi Taiikukan,"Tokyo, Japan",7-Nov-03,https://www.metallica.com/events/event-10445.html
Yoyogi Daiichi Taiikukan,"Tokyo, Japan",6-Nov-03,https://www.metallica.com/events/event-10444.html
Pacaeumbu Stadium,"São Paulo, Brazil",1-Nov-03,https://www.metallica.com/events/event-10443.html
Atl Hall,"Rio De Janeiro, Brazil",30-Oct-03,https://www.metallica.com/events/event-10442.html
Pista Atletica Del Estadio Nacional,"Santiago, Chile",28-Oct-03,https://www.metallica.com/events/event-10441.html
River Plate Stadium,"Buenos Aires, Argentina",25-Oct-03,https://www.metallica.com/events/event-10440.html
Bowery Ballroom,"New York, New York, United States",29-Aug-03,https://www.metallica.com/events/event-10439.html
Radio City Music Hall,"New York, New York, United States",28-Aug-03,https://www.metallica.com/events/event-10438.html
Reading Festival,"Reading, England",24-Aug-03,https://www.metallica.com/events/event-12460.html
Bramham Park,"Leeds, England",22-Aug-03,https://www.metallica.com/events/event-12459.html
Rds Arena,"Dublin, Ireland",20-Aug-03,https://www.metallica.com/events/event-10437.html
Ferropolis,"Gräfenhainichen, Germany",17-Aug-03,https://www.metallica.com/events/event-10436.html
Bodenseestadion,"Konstanz, Germany",16-Aug-03,https://www.metallica.com/events/event-10435.html
Salzburgring,"Salzburg, Austria",15-Aug-03,https://www.metallica.com/events/event-10434.html
Candlestick Park,"San Francisco, California, United States",10-Aug-03,https://www.metallica.com/events/event-10433.html
Los Angeles Memorial Coliseum,"Los Angeles, California, United States",9-Aug-03,https://www.metallica.com/events/event-10432.html
Seahawk Stadium,"Seattle, Washington, United States",7-Aug-03,https://www.metallica.com/events/event-10431.html
Usana Ampitheatre,"Salt Lake City, Utah, United States",6-Aug-03,https://www.metallica.com/events/event-10430.html
Texas Stadium,"Dallas, Texas, United States",3-Aug-03,https://www.metallica.com/events/event-10429.html
Reliant Stadium,"Houston, Texas, United States",2-Aug-03,https://www.metallica.com/events/event-10428.html
Invesco Field,"Denver, Colorado, United States",1-Aug-03,https://www.metallica.com/events/event-10427.html
Hubert H. Humphrey Metrodome,"Minneapolis, Minnesota, United States",27-Jul-03,https://www.metallica.com/events/event-10426.html
Hawthrone Racetrack,"Chicago, Illinois, United States",26-Jul-03,https://www.metallica.com/events/event-10425.html
Edward Jones Dome,"St. Louis, Missouri, United States",25-Jul-03,https://www.metallica.com/events/event-10424.html
Parc Jean-Drapeau,"Montreal, Quebec, Canada",20-Jul-03,https://www.metallica.com/events/event-10423.html
Ohio Stadium,"Columbus, Ohio, United States",19-Jul-03,https://www.metallica.com/events/event-10422.html
Fedex Field,"Washington, D.C., United States",18-Jul-03,https://www.metallica.com/events/event-12495.html
Citrus Bowl,"Orlando, Florida, United States",13-Jul-03,https://www.metallica.com/events/event-10421.html
Veterans Stadium,"Philadelphia, Pennsylvania, United States",12-Jul-03,https://www.metallica.com/events/event-10420.html
Turner Field,"Atlanta, Georgia, United States",11-Jul-03,https://www.metallica.com/events/event-10419.html
Giants Stadium,"East Rutherford, New Jersey, United States",8-Jul-03,https://www.metallica.com/events/event-10418.html
Gillette Stadium,"Boston, Massachusetts, United States",6-Jul-03,https://www.metallica.com/events/event-10417.html
Skydome,"Toronto, Ontario, Canada",5-Jul-03,https://www.metallica.com/events/event-10416.html
Pontiac Silverdome,"Detroit, Michigan, United States",4-Jul-03,https://www.metallica.com/events/event-10415.html
Pontiac Silverdome,"Detroit, Michigan, United States",2-Jul-03,https://www.metallica.com/events/event-10414.html
Werchterpark,"Werchter, Belgium",28-Jun-03,https://www.metallica.com/events/event-10413.html
Festivalpladsen,"Roskilde, Denmark",26-Jun-03,https://www.metallica.com/events/event-10412.html
La Peineta Stadium,"Madrid, Spain",22-Jun-03,https://www.metallica.com/events/event-10411.html
Estadio Olímpico Lluís Companys,"Barcelona, Spain",21-Jun-03,https://www.metallica.com/events/event-10410.html
Tv Total Studio,"Cologne, Germany",16-Jun-03,https://www.metallica.com/events/event-10409.html
Goffertpark,"Nijmegen, Netherlands",15-Jun-03,https://www.metallica.com/events/event-10408.html
Autodromo Internazionale Enzo E Dino Ferrari,"Imola, Italy",13-Jun-03,https://www.metallica.com/events/event-10407.html
Le Trabendo,"Paris, France",11-Jun-03,https://www.metallica.com/events/event-10406.html
Le Bataclan,"Paris, France",11-Jun-03,https://www.metallica.com/events/event-10405.html
La Boule Noire,"Paris, France",11-Jun-03,https://www.metallica.com/events/event-10404.html
Nürburgring,"Nürburg, Germany",8-Jun-03,https://www.metallica.com/events/event-10403.html
Parkbühne Wuhlheide,"Berlin, Germany",7-Jun-03,https://www.metallica.com/events/event-10402.html
Frankenstadion,"Nuremberg, Germany",6-Jun-03,https://www.metallica.com/events/event-10401.html
Donington Park,"Castle Donington, England",1-Jun-03,https://www.metallica.com/events/event-12458.html
Riverside Studios,"London, England",31-May-03,https://www.metallica.com/events/event-12457.html
Bbc Studios,"London, England",29-May-03,https://www.metallica.com/events/event-12456.html
The Fillmore,"San Francisco, California, United States",22-May-03,https://www.metallica.com/events/event-10400.html
The Fillmore,"San Francisco, California, United States",21-May-03,https://www.metallica.com/events/event-10399.html
The Fillmore,"San Francisco, California, United States",19-May-03,https://www.metallica.com/events/event-10398.html
The Fillmore,"San Francisco, California, United States",18-May-03,https://www.metallica.com/events/event-10397.html
Universal Studios,"Universal City, California, United States",3-May-03,https://www.metallica.com/events/event-10396.html
San Quentin State Prison,"San Quentin, California, United States",1-May-03,https://www.metallica.com/events/event-10395.html
Network Associates Coliseum Parking Lot,"Oakland, California, United States",19-Jan-03,https://www.metallica.com/events/event-10394.html
Hq,"San Rafael, California, United States",6-Jul-02,https://www.metallica.com/events/event-10393.html
Kimo'S,"San Francisco, California, United States",4-Jun-02,https://www.metallica.com/events/event-10392.html
Shrine Auditorium,"Los Angeles, California, United States",30-Nov-00,https://www.metallica.com/events/event-10391.html
Rupp Arena,"Lexington, Kentucky, United States",9-Aug-00,https://www.metallica.com/events/event-10390.html
Rupp Arena,"Lexington, Kentucky, United States",8-Aug-00,https://www.metallica.com/events/event-10389.html
Lakewood Amphitheatre,"Atlanta, Georgia, United States",6-Aug-00,https://www.metallica.com/events/event-10388.html
Lakewood Amphitheatre,"Atlanta, Georgia, United States",5-Aug-00,https://www.metallica.com/events/event-10387.html
Starplex Amphitheatre,"Dallas, Texas, United States",3-Aug-00,https://www.metallica.com/events/event-10386.html
Starplex Amphitheatre,"Dallas, Texas, United States",2-Aug-00,https://www.metallica.com/events/event-10385.html
Chicago Motor Speedway,"Chicago, Illinois, United States",22-Jul-00,https://www.metallica.com/events/event-10384.html
Giants Stadium,"East Rutherford, New Jersey, United States",20-Jul-00,https://www.metallica.com/events/event-10383.html
House Of Blues,"West Hollywood, California, United States",18-Jul-00,https://www.metallica.com/events/event-10382.html
Desert Sky Pavilion,"Phoenix, Arizona, United States",16-Jul-00,https://www.metallica.com/events/event-10381.html
Los Angeles Memorial Coliseum,"Los Angeles, California, United States",15-Jul-00,https://www.metallica.com/events/event-10380.html
3Com Park,"San Francisco, California, United States",14-Jul-00,https://www.metallica.com/events/event-10379.html
Mile High Stadium,"Denver, Colorado, United States",12-Jul-00,https://www.metallica.com/events/event-10378.html
Texas Stadium,"Dallas, Texas, United States",9-Jul-00,https://www.metallica.com/events/event-10377.html
Kentucky Speedway,"Sparta, Kentucky, United States",8-Jul-00,https://www.metallica.com/events/event-10376.html
Georgia Dome,"Atlanta, Georgia, United States",7-Jul-00,https://www.metallica.com/events/event-10375.html
Psinet Stadium,"Baltimore, Maryland, United States",4-Jul-00,https://www.metallica.com/events/event-10374.html
Gateway International Speedway,"St. Louis, Missouri, United States",3-Jul-00,https://www.metallica.com/events/event-10373.html
